,tokens,values
75,enthralling,0.0017284162553997955
76,protectionist,-0.0001895153093986933
77,approved,-0.000409620822817656
78,bakery,-0.00029714882687025527
79,barred,0.00020072514168292569
80,weren,0.00019508375227004975
81,double,0.0006001479394010306
82,forged,0.0001768747262214547
83,period,-0.0004429795971454744
84,venetian,-0.0004253380606827186
85,obscenity,0.0016119389254847173
86,sequestering,-0.0003117184713711197
87,may,-0.00025140806662495
88,lingers,1.555450676619663e-05
89,voiced,-0.00021766345688322485
90,orion,-0.00015561367007592113
91,anew,0.0008744460902259399
92,caliche,-0.0003739900575307888
93,trademark,-2.471987120719915e-05
94,aico,-0.0004346702562038357
95,instills,0.0012416708240380735
96,pot,-0.00014143930210694318
97,inquiry,-0.0004369033917567692
98,ribeiro,-0.00039508263066545865
99,generosity,0.0006567036968593296
100,crosses,9.286208123673478e-05
101,"..""",-0.00014828904037807422
102,rockford,0.0007220347476117663
103,joint,-0.00029512685158182014
104,aha,0.000936117992214146
105,acknowledges,-0.00033593987872872335
106,uplands,-0.0004449279693189829
107,batted,-0.00013082987415878036
108,failure,0.00017885800017022871
109,russell,-0.0004429962849151118
110,exodus,-6.649108045322473e-05
111,sunset,-0.00021202030518434957
112,snake,0.0006765244879225204
113,flowing,0.00027678027666953664
114,experimenters,-0.000348591288530813
115,route,-0.00043001634835125287
116,reduce,-0.00022751571015625722
117,confronted,0.0007062078056481996
118,partly,-0.0004318762483598318
119,confident,0.0008279581973695222
120,mud,0.0003060392540088572
121,sum,0.0001454174631317096
122,padraic,-0.0004306948966321439
123,cart,-0.0003845577119286825
124,rise,0.00016988196899935632
125,scruffy,-0.0001415775054018783
126,fertility,-0.00042602498270021076
127,taijiquan,-0.00044645588378120334
128,fm,-0.00036890030215139366
129,vacant,-0.00041635917056132373
130,incensed,0.001933115984850086
131,expect,0.0003445585054788118
132,tray,-0.00043185321852208227
133,kept,0.00025609654210657316
134,annoying,0.0011605785856051848
135,montreal,-0.00033621393411441177
136,referred,-0.000433644789940317
137,learn,0.0009104427722409842
138,holding,0.0004997739863468028
139,toward,-0.00028688503898631815
140,dried,-0.0002659092109835071
141,bumped,0.001146257934047621
142,damages,0.00022190208625806656
143,sanctuaries,0.00016307060001259296
144,congressman,-0.00016125991732510785
145,housing,-0.0004348250442755724
146,productivity,-0.00015744605451802808
147,canyon,-0.00031404793756868715
148,opposing,0.0004519710314022295
149,colin,-0.00043502921786270945
150,sharecroppers,-0.0004262761349525161
151,alone,0.00033661430202704687
152,manager,-0.0004354452687319511
153,3360,-0.0004461733475898016
154,71,-0.0004424052028399071
155,reign,0.00034665368521390405
156,employs,-0.0003770676062261885
157,justified,0.000631830495016002
158,katrina,0.00039512266296383094
159,qualities,-0.0002954227677562631
160,staid,-0.00036448101800289474
161,maturity,-0.000298697649133503
162,scan,-0.00043309280719519013
163,approvingly,-0.00028737269496410746
164,so,0.00042454431240521314
165,rick,-0.00029755214252561216
166,noted,-0.00044587564404997783
167,die,0.001218932990149915
168,seem,-0.0001464426350401032
169,renovating,-8.446151194139691e-05
170,potential,0.0003832387178718072
171,jack,-0.00019139664687993095
172,tuning,-0.00010774410061981174
173,eco,-0.00016952752112704814
174,argue,-7.56202892399221e-05
175,634,-0.00044151985299498283
176,boots,0.0006941347580373879
177,accidental,0.0001842979932408764
178,unkempt,-5.5969148043302124e-05
179,deceptive,-0.00016770362377611068
180,tackling,0.0012052008495088459
181,exercise,-0.00037288945262213346
182,pink,0.0004851104258691652
183,patroller,-0.00041418679969641476
184,slammed,0.0031703139312610614
185,landmark,-0.000307578570240654
186,feeding,-0.00011205085443659686
187,cars,-0.00014255609060293955
188,sleeve,-0.0003385514049906413
189,township,-0.0004420120264654255
190,deal,0.0003783305672749241
191,transformation,0.0005492939565388679
192,termination,-0.00011541873503325218
193,diversity,2.59234447512736e-05
194,coal,-0.0003759084496213385
195,bono,0.00013958759585391053
196,uplifted,0.0015414550208396169
197,fantasized,0.0007439973088345045
198,cesareans,4.2652043467750406e-05
199,undergone,-0.0003879801975536352
200,bun,-0.00035796202950465883
201,corrupting,0.0007445213139306945
202,809,-0.00043121203595294005
203,strategic,-0.00016087220860462947
204,present,-0.0003730828996419518
205,nineteen,-0.00026616233981291784
206,calculations,-0.0004422897602568359
207,pig,0.0011576571007172528
208,bassoons,-0.0004345778828499393
209,halibut,-0.00015969521103735812
210,fashioned,-0.00014497198377282888
211,male,-0.0002286705148129506
212,humanica,-0.00014828904037807422
213,ingrained,0.0001050921694828857
214,lodged,-0.00020846348129554756
215,phrase,-1.6722332453805814e-05
216,mart,-0.0002553557532180973
217,success,0.0005616752626091362
218,taylor,-0.0003880061911528722
219,contrasting,-0.0004313614976868476
220,31,-0.0004456838529481061
221,reinstate,-0.0002978273774271048
222,withdrawals,-0.0002765487340779524
223,disposition,-0.0004264333536216608
224,11,-0.00043353504712553457
225,healthier,0.00030660481297049445
226,cleansing,0.00029144801451854276
227,mafia,0.0002668270021258538
228,sunnydale,-0.00041450392790761407
229,disadvantageous,-0.0003661560937604986
230,satisfying,0.0010506421719336605
231,greet,0.0005205695659760057
232,particular,-0.00043841016888052607
233,spurring,0.00131597963835538
234,influential,-0.00011185421044386556
235,byways,-0.0002769246933015797
236,subroutine,-0.0004464559083287321
237,wheeled,-6.356222493617082e-05
238,distancing,-0.00037907248979303013
239,hillock,-0.0004300669976803697
240,protestors,0.0003646016604151809
241,theirs,0.00018051195040419442
242,nouveau,-0.00020975040099022944
243,phillips,-0.00044248737730701927
244,skeptical,0.0001128901843566801
245,aware,-0.00019602399561871302
246,spain,-0.0003052489013994177
247,tarragon,-0.00016916636432107626
248,filters,-0.00043553418280864193
249,melody,-0.0003207124411875958
250,attributes,-0.00043134782613205545
251,play,3.731371219503912e-05
252,midday,-0.00040344086012483147
253,detonation,0.0006090517577504053
254,spoke,-0.00037134930168987364
255,wnba,-0.00029913488971436034
256,rested,-0.00024358383026695408
257,terran,-0.0002610027330197143
258,kelly,-4.198618662301099e-05
259,atlantic,-0.00030422141444621256
260,rebuilding,-8.479582959047989e-05
261,clubhouse,-0.0004289467299238852
262,exempt,-0.00039426508869333385
263,periodically,-0.0004062639713032042
264,pretax,-0.00042631144289789237
265,design,-0.00042672467289398583
266,refugee,4.518334589211271e-05
267,whomever,0.0007841899279236652
268,revises,-0.0004012655734885966
269,att,0.00013597688890035765
270,especially,0.00039908659930503495
271,jewellery,-0.00029426002851464796
272,1960,-0.0004464093573221138
273,speck,0.00011991846078283436
274,odds,0.000993836365080459
275,hot,0.0010092301656187753
276,furman,0.0007500987345251939
277,cooked,-0.00016663004256882628
278,20,-0.0004430162312444591
279,zimbabwe,-0.00013040330286755392
280,mcginnis,-0.0004072959284063772
281,)—,-0.00014828904037807422
282,hampshire,-0.0004195917875779753
283,yards,-0.00019365316743218222
284,scarlet,0.0013260096406156143
285,halls,-0.0002155319250443515
286,clung,0.0007148574286635255
287,sunk,0.0005108562809261235
288,forgiven,0.0005757811410435221
289,intervallic,-0.00040556670190444597
290,circumstances,-0.0003882046528663418
291,enclosure,-0.00042810338735161426
292,roadnewsletterhuntington,-0.00014828904037807422
293,serious,0.0005862499841475146
294,fbi,0.00034385663202665353
295,chernovsky,-0.00014828904037807422
296,administration,-0.00034242495819541556
297,straps,3.642285044896674e-05
298,klute,-0.00014828904037807422
299,honestly,0.0005822605478730844
300,imagination,0.0005257586286569549
301,wholly,-0.00017641915178761186
302,millionaire,0.00024756040610478925
303,issue,-0.00043357438128720373
304,delight,0.00218578745100989
305,reliable,-2.3977618991223754e-05
306,somebody,0.0007428079743540867
307,adulthood,-0.00037843778727719674
308,equus,0.0003943710091246451
309,sufficiency,-0.00042907294626649904
310,stieglitz,-0.00014828904037807422
311,mars,0.00012876121484396418
312,boys,0.0010184463720036396
313,writer,-0.00012095031984506622
314,compatibility,-0.00044203618804298367
315,indication,-0.0004272208365157974
316,holo,0.0012593483734870763
317,lin,-0.0004378945352344159
318,auditorium,-0.0003437868802609985
319,futile,0.00022593265254351337
320,understood,-0.000445152094453005
321,”;,-0.00014828904037807422
322,fetches,3.962820818019982e-06
323,mayor,-0.00031168442617966866
324,roman,-0.0003786097484950763
325,rescue,0.0011170726422254757
326,wafers,-0.0004405125779054458
327,farce,0.00039642095378574117
328,crescents,-0.000418914001816324
329,precisely,-0.00014758642120560846
330,operating,-0.00034514358687052696
331,carphone,-0.0002946301043241405
332,’,0.0003924746477521849
333,forecasters,-0.00020077282360550768
334,modeled,-0.00043214213390562573
335,missiles,0.0009222193618889766
336,cardinals,-0.00042093370274254934
337,improving,-0.00010494398577129726
338,spokeswoman,-0.00044613583543326435
339,incontestably,0.0008965880236251267
340,pledge,0.0004975195729390713
341,162,-0.0004448477895903838
342,cracking,0.0011689087496914443
343,removed,-0.0004417351996559148
344,dish,0.00018422093437246058
345,grown,0.0004660913097193802
346,gas,0.00028605475452626476
347,sony,0.00013917785731355572
348,enthralled,0.0022767988040064725
349,laces,-4.892916912124142e-05
350,seatbelts,0.0003288460686912987
351,barely,0.000260521130190316
352,characteristics,-0.00044392230845128776
353,species,-0.00014214274188444293
354,prosthetic,0.00024705257065679156
355,labors,4.082700138641401e-05
356,depositary,-0.0004462706111963922
357,laboratory,-0.0004412137785317118
358,contradict,-0.000353760381306297
359,sneakers,0.0004030796329953908
360,1995,-0.000446455882500507
361,ontario,-0.00038293648192625325
362,gleamed,0.0008049958674933184
363,modernity,-0.00041042957288831873
364,load,-0.00034045935853471395
365,1866,-0.0004464559021778287
366,raunchy,0.0015409384228051535
367,married,-0.00020471666384222937
368,wrapped,0.00023097937576749703
369,inventor,-0.0002582733254366871
370,form,-0.0003963950378063738
371,yachts,-0.00017038991175001052
372,jetfoil,-0.0004408659842929243
373,importing,-0.00019101408668968607
374,covers,-0.0002770648168984365
375,lounge,-0.0003693543555896943
376,396,-0.0004424603552856607
377,iv,-0.00043080768164605726
378,ignored,-0.00017415954131294421
379,reasoning,-0.000343251403671997
380,entertainment,0.0005825787930889411
381,vista,-0.0003006225862551753
382,fill,-0.00022074985152270032
383,plea,0.00036398465001506817
384,fulfills,0.0001119485042694097
385,heiby,-0.00014828904037807422
386,disingenuous,2.1580320019885988e-05
387,circuit,-0.00044275729495813404
388,helps,1.939802353348452e-06
389,statement,-0.0001901905402237933
390,safety,-0.00020946278391459155
391,imparted,-0.00015549581444791475
392,realize,0.0005729855825017574
393,revenue,-0.00013634451874552266
394,grandpa,8.370298082609065e-05
395,nations,0.0003097096420995323
396,wsj,-0.0002503091247117884
397,haggling,-0.00014014628216548605
398,herbaceous,-0.00031150838387874466
399,cycling,-0.0004015342767336601
400,behavior,-0.0003968202360660445
401,touch,0.0007266191407185109
402,halves,-0.0003318520805744382
403,usda,-0.00040350704915056334
404,allan,-0.00044145736060918213
405,waivers,-0.0004251827431743798
406,silence,0.00027388742060779165
407,purchasing,-0.00012235219219764004
408,egyptians,0.00015153267323157806
409,infertile,-4.906292993463099e-05
410,ranking,-0.00044079692937652347
411,heartbeat,0.001353858181365751
412,alert,0.0009056335577860653
413,78,-0.00044238685876410927
414,airliner,0.00010472638725399252
415,laid,-4.523468104973875e-05
416,sales,0.0001357773784510431
417,nicely,-0.00029091316896735856
418,firmly,2.0528443589486097e-05
419,stunted,0.0003066593967904467
420,based,-0.00043954098750393283
421,tremendous,0.0025436826462812926
422,babe,0.0018988953453984595
423,reeder,-0.0004316189243077493
424,yourself,0.0010447476265581833
425,character,-0.00042089520620077256
426,244,-0.00044618158137367856
427,kam,-0.00039100263013808813
428,kaplan,-0.00044286903407965536
429,speculation,-0.00028069616104003546
430,guncite,-0.00014828904037807422
431,azulejos,-0.0004422950870398299
432,salsa,0.0007860538181490374
433,malarial,-0.00017859910435812388
434,since,-0.00041599183281521305
435,hour,0.00019689107543979803
436,publicly,0.00038408645548472807
437,uncle,-0.0001887894457008549
438,convicting,0.0008975443225235387
439,arnold,-0.0004078209204958087
440,vows,0.0003839533399095423
441,rodger,-0.0004460394133227614
442,guaranteed,0.0013302139185032086
443,flotilla,-2.8222110301986727e-06
444,victorian,-0.00043430492229746913
445,autism,-5.979640005773531e-05
446,linguado,-0.00014828904037807422
447,cleric,-0.00014347259659375165
448,mccann,-0.0004233753343795882
449,5034,-0.00044645589038023385
450,wider,-0.0003692344384290195
451,rip,0.0017223523307019048
452,dj,0.00036211658717152803
453,flee,0.0011650536018182368
454,april,-0.0003868018875814166
455,curried,-0.00036508731780290866
456,standstill,0.001051681417668762
457,tambo,-0.0004293832892040283
458,unbearably,0.0014675544601042815
459,accuse,0.0006437322778507452
460,disappointment,0.0006107566418169704
461,whale,0.0011552937186301432
462,mushrooms,0.0006942842735640202
463,compulsion,0.0006295234682616267
464,mobsters,0.0009174428837486974
465,ruining,0.0019404139239866968
466,spies,0.00046448007002288996
467,identical,-0.0004031029693426423
468,channel,-0.0001921032154997831
469,.-,0.0004446586859288242
470,discusses,-0.000438236681676801
471,flea,0.0006019020355541018
472,collapses,0.0007890058751722082
473,chains,0.00021709276454045357
474,whoops,0.0014078617896264285
475,archaics,-3.332160362086301e-05
476,stalk,0.001012137245277292
477,poisonous,0.0010284751479675669
478,mentors,8.049376983558673e-05
479,elco,-0.0003330584910312178
480,ornamental,-0.00044116653937705777
481,thrillville,-0.00014828904037807422
482,chrysler,-0.00037862424007893865
483,pan,-0.0004179373609002518
484,helped,4.847365044480798e-05
485,plus,0.00032412417240933254
486,intimate,7.966192517766627e-06
487,companion,-7.030805701420696e-05
488,disguised,-0.00021207398926069456
489,prepared,0.00016768281239680486
490,ma,0.0004224116180339893
491,disc,-0.00029658373753331513
492,ko,0.0005289375963585148
493,abdul,-0.0003928357895419881
494,vacation,0.0006065291181233362
495,gailhaguet,-0.00014828904037807422
496,greene,-0.0004414502425903366
497,kissed,0.0017419668129479557
498,7273,-0.000445709107284187
499,space,-0.00023453308645541456
500,among,-0.0002795446476070286
501,dollop,0.0011194643894813358
502,asks,-0.00012614960708776172
503,evolutionary,9.884041467194284e-05
504,425,-0.00042835906838367715
505,pittance,0.0009098784592175787
506,mannered,-0.00037631904701876465
507,liked,0.00011086406875140403
508,abbott,-0.00044097468979187234
509,mindsmith,-0.00014828904037807422
510,picks,0.00042149377341729033
511,nonwaiver,-0.0004464559118110356
512,woke,0.0018404827947993755
513,1858,-0.00044645590288660886
514,wasover,0.00010616379253882822
515,screening,-0.00041025338452312744
516,ak,-0.00028907375299986384
517,dopers,0.0003215439414031274
518,abandoned,-0.0002828708302268985
519,boundaries,-0.0004338643394227166
520,tower,-0.00014428346313321864
521,stalks,0.00031373110796201344
522,frustration,0.0012366093745831452
523,toolkit,0.0002480722254468891
524,calves,0.00033280469827443206
525,merchant,-0.00044578581627763097
526,burial,-0.00044376304996582186
527,forrester,-0.00041073111435580885
528,court,-0.00032192884162921275
529,transaction,-0.00044630327817234583
530,sep,-0.00043675126146942985
531,championship,-7.58275904281099e-05
532,restrain,0.0007562962009990697
533,400,-0.0001011649526457688
534,copied,-0.0004334990540042653
535,underarm,0.0003532037984225884
536,ge,-0.00024159064299140512
537,panic,0.0011904892004228128
538,hakka,-0.0004165409255192867
539,crowds,0.001095641414704421
540,compliance,-0.000441021044107781
541,olympic,0.00012078401760317602
542,attacked,0.0015420474209162957
543,etc,-0.00044514138015940897
544,gsas,-0.0004464558907772876
545,obvious,-0.0001511185327289905
546,faulty,-0.00017839445093656311
547,histories,-0.00044560879995078954
548,willing,0.0002936029625095518
549,craft,0.00015287004903161234
550,thousandth,0.0013405548832157999
551,largest,0.0004139296783437549
552,mistrust,-0.00010719457516800363
553,molina,-0.0003939606374318788
554,amputee,0.00027150055606106193
555,esprit,-0.0002236283913380833
556,karen,-0.00018452371847361618
557,pesticides,-0.00026279539059649197
558,body,0.0005254271905413541
559,bridges,-0.00014920189903921057
560,emptiness,-0.0002673728672414173
561,rebound,0.00015883066347167657
562,mikhail,-0.0003249277555044338
563,eight,-0.0002878554155904342
564,tonight,0.0009929553824757056
565,migrant,-0.0002585380469955912
566,!”’,-0.00014828904037807422
567,vital,0.00018981924324646153
568,connect,7.923217924603199e-05
569,redeemed,0.0009942801967552895
570,turned,0.0007117164636635465
571,parkway,-0.00043267079047166145
572,fringe,-0.000429402758769433
573,colorful,0.0007806841857878683
574,warned,0.000880058432072716
575,next,0.00016597583026354675
576,reasonable,-0.00024176745339963575
577,obviously,-0.00018240647990788747
578,enjoyment,0.0007775668222095538
579,splendor,0.0007698103351533894
580,please,0.0005431296597999177
581,grandmother,0.00017755416400958837
582,meals,-0.00016242598817842462
583,sheen,-0.00015322227294777845
584,­­­,-0.00014828904037807422
585,hates,0.001585307693435285
586,pressure,5.916712770242837e-05
587,light,-0.00021503171645445657
588,iland,0.0005324980864792648
589,towers,0.00021050063906993363
590,krueger,-0.00034817844023924495
591,kavalier,-0.00014828904037807422
592,bums,0.0011973439500820682
593,prescribers,-0.0002607959924164513
594,gaping,0.001755870501523944
595,brand,-0.00019019140999638196
596,consumed,0.0001700922545810477
597,".""'",-0.00014828904037807422
598,2859,-0.00044645589305672943
599,rollers,-0.00042654274546254534
600,ethnic,-0.00018983710107178087
601,distracts,0.0003065022752718867
602,maryann,0.0005457762823977914
603,ip,-0.000427566400171777
604,423,-0.00042843361302031136
605,blinds,-0.00026992100720093284
606,turkey,-9.022703335460195e-05
607,routine,-0.0003547531495239967
608,storing,-0.00032597288585245574
609,lifeless,0.00027543826369466476
610,hiding,0.0007830286287413788
611,hosts,0.0002733059688352686
612,paddle,-2.612442975147895e-05
613,towed,-0.00030871118488431113
614,divided,-0.0004085976968378773
615,pressing,-6.685175735498825e-05
616,mgm,-0.00042635010527795365
617,hirschauer,-0.00014828904037807422
618,treasury,-0.00028613419818061315
619,depressed,-5.537010976632069e-05
620,exposes,0.0008578326317084192
621,forests,-8.125898213360169e-05
622,adopt,-0.0003472010052274582
623,hacksaws,0.0003869872558772653
624,mozartian,-0.00014828904037807422
625,feedback,-0.00039341184260933406
626,lush,0.0006759073948990987
627,cultures,-0.00023888437048236497
628,jour,-0.00018004993667342705
629,fast,0.0013584730671673442
630,mapping,-0.0004420397060373125
631,veterinary,-0.0004133227679887705
632,apricot,-0.0003747296681543542
633,settled,-0.000405222926843779
634,joys,0.0007826145300305063
635,tripping,0.0011966671473725562
636,archbishop,-0.00039541436987631997
637,seconds,0.0006580070828150423
638,ubs,-0.0004134551720142705
639,ascended,-0.00013965434996765825
640,challenge,0.0007697454859540592
641,fetched,-0.0002990023542333844
642,alcoholic,-0.00010181018609565123
643,waldorf,-0.0004406878842813351
644,essential,-6.195694037476334e-05
645,roast,-0.00013122097915135752
646,wide,0.00020855224219180953
647,marries,0.00016838459447723973
648,openly,0.0003953670843464089
649,opium,-4.0962859737311376e-06
650,racecourse,-0.0004237239202139698
651,leave,4.318697835198229e-05
652,pets,0.000244427208184017
653,seed,-0.00038570866055267643
654,relatives,4.577602838643701e-05
655,residential,-0.00044563760312821016
656,anne,-0.00039977060341631776
657,08,-0.0002729753247822918
658,nestorian,-0.0004218073348340141
659,generated,-0.0002104381812435797
660,sounds,0.0006139591787911233
661,sexes,0.00014332232589155878
662,recognizes,-7.898750173254378e-05
663,questions,-0.00042009698213151973
664,rigid,-0.0003840760339310224
665,paradoxical,-0.00012894871657948733
666,distributing,-0.00010976960872324341
667,depicting,-0.0003277945178945385
668,moored,-0.00044632491230067126
669,riotous,0.0020462755360961277
670,stands,0.0003454978306531256
671,initiated,-0.0004003981291443287
672,plc,-0.00044636742093808097
673,footage,0.00035751793873281046
674,farmland,-0.00040310980641037453
675,supermarkets,-0.00013927333218750253
676,neuter,0.0012324685160476838
677,incorporeality,-0.00024621351110242775
678,keeps,0.0010171774514837043
679,squares,-0.0003619184784043749
680,vancouver,-0.00027496051981848457
681,involving,-0.0003490757170416382
682,awakes,0.0009197498287951471
683,cgi,-0.00031340220216785516
684,nuys,-0.00044264130842389354
685,liberators,0.0010529454906624911
686,grimaced,0.000498261781899288
687,struggles,0.00011185878035611408
688,pressured,0.00027208866887738255
689,logs,-0.0004111554858955534
690,computer,-0.00034099487223772504
691,guarding,-0.00024021528365468929
692,parents,0.000700919638494738
693,pass,-0.00013366342077233696
694,bates,-0.0004245876697223342
695,toothache,0.00020896570305648218
696,bringer,0.0012746247010035116
697,site,-0.00042832224932774814
698,soils,-0.00042210803130927123
699,silvermine,-0.0003799072935331549
700,incorporates,-0.00041503080340992663
701,silenced,0.001675824526103636
702,onions,-6.847361668516377e-05
703,squirrel,0.0005922010937887693
704,orchestras,-0.00039674130839086524
705,owed,-7.063599328217124e-07
706,al,-0.00035212586342219865
707,waging,0.001316623035390378
708,mature,-0.00012149329840436624
709,allowed,-0.00029389755823550946
710,warm,0.00014175746894298671
711,intending,-0.0003607972989411505
712,vintners,-0.00014321361619484108
713,brief,-0.0004361969403738419
714,harvest,-7.442739950521249e-05
715,similarities,-0.00020247857583713817
716,avoid,-1.5050606571455812e-05
717,horrible,0.002021260492356611
718,hammers,0.0011376325768512377
719,payback,0.001158057137109139
720,jaundiced,-2.0608450780895498e-05
721,appreciated,-0.0004244534908432296
722,genius,0.0015701810632128927
723,utensils,-0.0003802104773630815
724,origin,-0.00044394337937636537
725,warmest,0.0001862827729611417
726,vistas,-0.00019780035982160568
727,cons,-0.00037061468051289567
728,personally,0.00015082141767186472
729,twin,-6.89263577397659e-05
730,ups,0.0006130145393670483
731,insulted,0.0015908103209287482
732,highland,-0.0004216041727952
733,timeout,-0.0004124110934011694
734,intrinsically,-1.278238598269509e-05
735,fatah,-5.9101374263126874e-05
736,manages,0.00012222765569650822
737,saddam,0.0003024852877835943
738,applications,-0.0004310141463395216
739,cube,-0.00036007268137564993
740,danced,0.0012994770472165061
741,if,-0.00019909741871569205
742,accident,0.00020612136856049536
743,hap,-7.81052833097846e-05
744,shan,-1.8408346405736468e-06
745,dryer,-0.0004182667959352715
746,reflected,-0.0004442850478345459
747,evolved,-0.00016022830292006796
748,1202463630848,-0.00014828904037807422
749,wishing,0.0004825034861350868
750,suffer,0.00048036497200711997
751,sing,0.0011167040342537392
752,war,0.0003425625917023382
753,objects,-0.00043038254068518227
754,burgeoning,0.0005571771258700315
755,reflect,-0.0004430934963453265
756,fidel,0.0003945972221207333
757,cast,3.2918464477365436e-05
758,davison,-0.00044083241331874533
759,externally,-0.0004225684756003248
760,theatre,0.0002721321619098031
761,aids,2.709691322359801e-05
762,whitewash,1.8034275738953443e-05
763,',9.821971604565355e-05
764,amicable,-0.00036061963600366907
765,repeatedly,0.0009542720802356614
766,booking,-0.00035735869598523993
767,tourists,5.024012239370282e-05
768,essentials,-0.0003010352706107572
769,swingers,-4.882478311019581e-05
770,finished,0.0001364808979577478
771,between,-0.00042170356253896295
772,formed,-0.0003123074213243469
773,everybody,0.0012770751419505452
774,advisers,-9.095732143733067e-05
775,fluke,-8.848835269828678e-05
776,yeah,0.0010982610799991832
777,communists,0.0006088743026087261
778,slope,-0.0004386022438521139
779,posture,-0.0003416275913010818
780,headway,-7.905719698442646e-05
781,dissent,0.0004560696992954262
782,speckled,8.973295932049983e-05
783,extension,-0.0004401279160029762
784,universally,0.00062024981416732
785,waited,0.0004679533699148597
786,967,-0.00042594368620381184
787,gerald,-0.00044027443251685284
788,normal,-0.00035812989621962304
789,anguish,0.0009741687748679959
790,cheney,-0.00014283715595219784
791,steadily,0.0002006016211478571
792,addressing,-0.00042572470794931613
793,approaches,-0.0004368264509589938
794,tuesday,-5.864618351686191e-05
795,usually,-0.00036125290218596006
796,tired,0.0010040977031256886
797,appetite,0.0006312398635359068
798,251,-0.00044417591330075094
799,bedpan,3.862339986626477e-06
800,publish,0.00044388690732759657
801,mobile,-4.207168435297638e-06
802,stir,0.00041782360904849637
803,didier,-0.00044209508474950243
804,ecosystems,-7.041692107358448e-05
805,considered,-0.0004237450214248162
806,hindered,2.262346487026806e-06
807,carpenter,-0.0003245685434584374
808,artifacts,-0.00040678020930198913
809,dying,0.0010992149654470956
810,dress,9.378365436860408e-05
811,advancement,-0.00010507058655295646
812,lusk,-0.00042467160712452524
813,ordeal,0.0005566965980251797
814,association,-0.0004406169794494987
815,rigueur,-0.0004301554487769063
816,supervised,-0.000444063389046534
817,objective,-0.0004218360430304581
818,greece,0.00038175748352793285
819,johnny,-0.00011575295653091326
820,tractor,-0.0003182403134062085
821,beams,0.00042024653409121926
822,brilliantly,0.0009027269005932331
823,horseback,-9.309122277774575e-05
824,000,0.00046861895833125535
825,mirrors,-0.0002664320778712663
826,craftsmanship,-5.985636894340618e-06
827,heir,-0.00023270916882587136
828,frantic,0.0017929123106212796
829,merged,-0.0004461592371928684
830,fellowship,-0.00036442890603004475
831,178,-0.0004442619445005567
832,façade,-0.00044287634486471744
833,curriculum,-0.0004331211909146922
834,automatically,0.0001884594573008542
835,supporting,0.0007252242187680649
836,sapphire,-0.0003481839987587333
837,invariably,0.00010341647109583481
838,seacrest,9.459858142290839e-05
839,swearengen,-0.00014828904037807422
840,turtles,0.000369150576654039
841,checkout,-0.0004375530443769776
842,growth,0.00012263484937574147
843,mayanists,-0.00014828904037807422
844,mindset,0.00012064005310303693
845,nicoise,-0.0003866140715252883
846,sisyphian,-0.00014828904037807422
847,sammy,0.00055819337516892
848,leaves,-7.863890145653344e-05
849,swear,0.0017457407031507622
850,lost,0.00022557720644083456
