,tokens,values
67,coast,0.00048680383313872403
68,sharp,-0.0003240824090072536
69,.,0.00021204271448859428
70,83,1.8484026333284536e-05
71,bonnets,0.0014252108286060853
72,queer,-0.00014632123969826976
73,equivalent,-0.0006086652021338746
74,aspect,0.0005687019848951844
75,enthralling,0.003470118969756031
76,protectionist,-0.0011791039281521059
77,approved,0.0002483420058614445
78,bakery,0.0015703623200413722
79,barred,-0.0011913393095449821
80,weren,-0.0011882910700509839
81,double,0.0010338904130120375
82,forged,2.2050079035616326e-05
83,period,-0.00012505761644392954
84,venetian,0.00047196578324875586
85,obscenity,-0.0011913392169705618
86,sequestering,-0.0011885561079725859
87,may,-0.0009568765179015182
88,lingers,-0.0011913392396805448
89,voiced,-0.000825404796889414
90,orion,0.00018068548567609557
91,anew,0.00017995707752206923
92,caliche,-0.0011897049134535704
93,trademark,0.00027046959465899226
94,aico,2.5876065404786126e-06
95,instills,0.0031657040957144235
96,pot,0.0006293119691031248
97,inquiry,-0.0003343512782482113
98,ribeiro,0.001363700199121284
99,generosity,0.006401428568125536
100,crosses,-0.0004883206073484254
101,"..""",0.0002215838416807283
102,rockford,-0.0007549711776196108
103,joint,0.000990694118515032
104,aha,0.0013591127975185857
105,acknowledges,0.00014597991498884502
106,uplands,7.11740352064441e-05
107,batted,0.00018549574623186332
108,failure,-0.0011913389026530045
109,russell,7.718390542637603e-05
110,exodus,-0.0011913391531749732
111,sunset,0.002895116034329822
112,snake,-0.0011545952521768731
113,flowing,0.001558576688730019
114,experimenters,0.00015578308277711356
115,route,8.908704539041144e-05
116,reduce,-0.0005651551268690098
117,confronted,-0.001191339131901931
118,partly,-0.0011417065097909405
119,confident,0.004065785084248887
120,mud,-0.0011797963063805014
121,sum,0.0009682142616681046
122,padraic,0.0008749876454722844
123,cart,0.0005814350702099941
124,rise,-0.0010479841148687689
125,scruffy,0.00022441644059679807
126,fertility,0.001242588490331385
127,taijiquan,1.0930994000422842e-05
128,fm,0.0008943142991829413
129,vacant,-0.0011913391814489316
130,incensed,-0.001191339259191504
131,expect,-0.0001242674324887221
132,tray,0.0007395938923436719
133,kept,-7.031683635753424e-05
134,annoying,-0.001191339284058846
135,montreal,-0.0002213408305268443
136,referred,8.986490351874423e-05
137,learn,0.0012161683252098273
138,holding,-0.0008319389041643386
139,toward,0.00014249828460332478
140,dried,-0.0006290996637188135
141,bumped,-0.0011857413134337862
142,damages,-0.001191339098133619
143,sanctuaries,0.0012599779703607536
144,congressman,-0.0006072424859298335
145,housing,-0.0003231027618604183
146,productivity,0.0003782852493022554
147,canyon,-0.0005602015502131583
148,opposing,-0.0011384263329042878
149,colin,0.0005825211869116409
150,sharecroppers,-0.0011913389988480883
151,alone,-0.0011884326416351765
152,manager,0.0003322906815763424
153,3360,-0.0001229636025445459
154,71,-2.4023505720262664e-05
155,reign,-0.0011848436604297175
156,employs,3.785128919961341e-05
157,justified,-0.0011902206208522555
158,katrina,-0.0011542817368557768
159,qualities,0.002781732038920126
160,staid,-0.00046106575052663225
161,maturity,0.0003963141253161856
162,scan,0.00017950643286151178
163,approvingly,0.003033291094652649
164,so,9.21154297633837e-05
165,rick,6.025815293897165e-05
166,noted,4.54576669693661e-05
167,die,-0.001191339080147497
168,seem,-0.001181219320738445
169,renovating,0.003041574170264753
170,potential,0.001140157174461976
171,jack,-0.0007256375705675103
172,tuning,0.0006205021788918062
173,eco,0.002458267792725139
174,argue,-0.001134878653740029
175,634,0.0001084353553878246
176,boots,-0.0010722177773729207
177,accidental,-0.0011913391483612409
178,unkempt,-0.0011913393589968579
179,deceptive,-0.0011913392026476257
180,tackling,-0.00017556582923402528
181,exercise,0.0002710137666266038
182,pink,0.0009435201819363725
183,patroller,8.838331116052608e-05
184,slammed,-0.001191339265531506
185,landmark,0.0028443105542660012
186,feeding,-0.0007915957022640954
187,cars,0.000209862072159398
188,sleeve,0.0002582620913517289
189,township,0.0002950003593709395
190,deal,-0.0004549156102118571
191,transformation,0.0017033029264241798
192,termination,-0.0011913391592829963
193,diversity,0.0023233798352643763
194,coal,-0.0011567982814036266
195,bono,0.0006520040458287669
196,uplifted,0.004860080939134318
197,fantasized,-0.0001604526101160538
198,cesareans,-0.0001446010315038517
199,undergone,-4.695643750317525e-05
200,bun,0.000793904837400939
201,corrupting,-0.0011913390311528067
202,809,4.9100457713250704e-05
203,strategic,0.00014516510493691644
204,present,9.941493467129336e-05
205,nineteen,-0.0010186281613357546
206,calculations,-0.0001365623552527977
207,pig,-0.00014413080726945082
208,bassoons,9.167138771137747e-05
209,halibut,0.0013206023866585
210,fashioned,0.0006596834274217021
211,male,0.0003869151399702458
212,humanica,0.0002215838416807283
213,ingrained,-0.0006067470363815406
214,lodged,-0.0011913393619806634
215,phrase,8.35330463977363e-05
216,mart,0.0005486080392947577
217,success,0.004626648951998206
218,taylor,0.00012191739499705388
219,contrasting,0.00029600978651079504
220,31,2.8648379885310482e-05
221,reinstate,-0.00015194496584093538
222,withdrawals,-0.0011913394008302178
223,disposition,0.0006838919052451472
224,11,-0.00042954005274455364
225,healthier,0.0044572328611420815
226,cleansing,3.566275725787752e-05
227,mafia,-0.0011913392911954716
228,sunnydale,-0.00040300092500842753
229,disadvantageous,-0.0011913393196483595
230,satisfying,0.004823354172745151
231,greet,0.004611300081276799
232,particular,8.360872808939092e-06
233,spurring,0.0009628407948634208
234,influential,0.0006037424837641116
235,byways,0.0008232178566899264
236,subroutine,-1.589038506518037e-05
237,wheeled,0.00019112654188341665
238,distancing,-0.001191339386410294
239,hillock,-1.987869558942886e-05
240,protestors,-0.001191339179182511
241,theirs,-6.081701792263333e-05
242,nouveau,0.00028482262417394875
243,phillips,4.748042849252662e-06
244,skeptical,0.0005869039689108259
245,aware,-0.0011582169393185035
246,spain,0.0005394749555785443
247,tarragon,0.0014402996871131812
248,filters,0.0001606862857489463
249,melody,0.0012791725398506382
250,attributes,0.00125589308558665
251,play,0.0019091023757701274
252,midday,0.00023212643775185615
253,detonation,-0.00119133919140277
254,spoke,-0.00020501879430704178
255,wnba,0.000907377474900422
256,rested,0.0015073549821142172
257,terran,-0.000397073698105708
258,kelly,0.000769878594636806
259,atlantic,0.00046578327484796475
260,rebuilding,-0.0004450486515856352
261,clubhouse,0.002005007608126831
262,exempt,-0.0010586644746943532
263,periodically,-0.0007681604234982874
264,pretax,6.696628475880151e-05
265,design,0.0014594326076621908
266,refugee,-0.001191339090520997
267,whomever,-0.00038769385807957895
268,revises,-0.000307455954804427
269,att,-0.0002512420877848316
270,especially,0.0013047682365627618
271,jewellery,0.0007131295463749551
272,1960,0.00035155966814835043
273,speck,-0.0011068973122068308
274,odds,0.001984687657184406
275,hot,0.0008842195023244606
276,furman,0.0005507918254146406
277,cooked,0.0014345854258245292
278,20,9.081481520045155e-05
279,zimbabwe,-0.0005122986957039242
280,mcginnis,-0.00117337188168584
281,)—,0.0002215838416807283
282,hampshire,0.0012962313309074047
283,yards,0.00022904497215926772
284,scarlet,-0.0005468823250848289
285,halls,-0.00025465595136061594
286,clung,-0.0011905224813258026
287,sunk,-0.0011913390334765339
288,forgiven,-0.001147449750233089
289,intervallic,0.00018015677297416173
290,circumstances,-0.0011761729696642266
291,enclosure,0.00041580252089921233
292,roadnewsletterhuntington,0.0002215838416807283
293,serious,-0.0011913389207198605
294,fbi,-0.0011913392994647807
295,chernovsky,0.0002215838416807283
296,administration,-0.001182418230612778
297,straps,-0.0005912088830310082
298,klute,0.0002215838416807283
299,honestly,-0.0011464829135159676
300,imagination,0.001025435887575045
301,wholly,-0.0011411905555769421
302,millionaire,-0.0007432220699640234
303,issue,-0.001054017443743152
304,delight,0.007106859098352849
305,reliable,0.0012544510606122931
306,somebody,-0.0011634393271853821
307,adulthood,0.00041119137878055373
308,equus,0.00026320151580565905
309,sufficiency,0.0004282392454270104
310,stieglitz,0.0002215838416807283
311,mars,0.00022134274626008365
312,boys,0.002762243439797957
313,writer,-0.0006823295445646927
314,compatibility,0.0010950668195211478
315,indication,2.187900479561952e-05
316,holo,0.0006554509743734376
317,lin,4.744644254562188e-05
318,auditorium,0.0009128102487838989
319,futile,-0.0011913390681543424
320,understood,-7.39485897297285e-05
321,”;,0.0002215838416807283
322,fetches,0.0008899708659920953
323,mayor,-0.000575777316604714
324,roman,0.00024081690059141802
325,rescue,-0.0008565186666939939
326,wafers,0.0005306321896785119
327,farce,-0.0011913391782532037
328,crescents,0.0008918820039931737
329,precisely,-0.00027808912586849615
330,operating,-0.00042640046771087514
331,carphone,-0.0010800600323686298
332,’,9.452967191556176e-06
333,forecasters,-0.0003379172106049899
334,modeled,0.0005763682526940285
335,missiles,-0.0011913393661892168
336,cardinals,1.8546001811272268e-05
337,improving,0.0028328587913941184
338,spokeswoman,-0.0010605809333766709
339,incontestably,0.0007604712074648438
340,pledge,0.0003267937188468721
341,162,-0.00022441132932741187
342,cracking,-0.0007711656369404701
343,removed,-0.0011888873753584895
344,dish,0.0018180921963973362
345,grown,0.0008286287456444295
346,gas,-0.0011882397647555898
347,sony,-0.0009168797185349198
348,enthralled,0.0039040920558364584
349,laces,0.0003299478729907316
350,seatbelts,0.0002113659217317418
351,barely,-0.0011877042395230892
352,characteristics,0.0002172390026295043
353,species,0.00018892849285226276
354,prosthetic,0.00041968667737012744
355,labors,0.0017897376755453057
356,depositary,3.9945740064329105e-05
357,laboratory,0.00026699810367125914
358,contradict,-0.0011882785494743229
359,sneakers,0.00010959068737388441
360,1995,0.000390971706408519
361,ontario,-0.0005747488413995546
362,gleamed,0.0016726602394145733
363,modernity,0.0005096842701375848
364,load,-0.0011389447586937001
365,1866,-0.0006134146912714885
366,raunchy,0.0017592021353027376
367,married,0.001556261397840343
368,wrapped,0.001132509148412808
369,inventor,0.0008907151922769307
370,form,0.00014328662562642305
371,yachts,0.002181310761180314
372,jetfoil,0.000759448328196
373,importing,-0.0011828738812972514
374,covers,0.00025662275054117914
375,lounge,0.0022999469724680043
376,396,8.5237102671446e-05
377,iv,-0.0003408514093505289
378,ignored,-0.0011913391811075643
379,reasoning,-0.0011310560115254757
380,entertainment,0.0029723653456383147
381,vista,0.001076519918517904
382,fill,-0.0003269618526503955
383,plea,-0.001189521741224264
384,fulfills,0.003912338071124586
385,heiby,0.0002215838416807283
386,disingenuous,-0.0011913391295411196
387,circuit,0.0009749333906351114
388,helps,0.003378257002398023
389,statement,-0.0009540170251946981
390,safety,-0.0011637546835191444
391,imparted,0.001065676317007546
392,realize,-0.0011457789775801933
393,revenue,-0.00011631562193532183
394,grandpa,0.0020554054530723706
395,nations,-0.0004065983097554903
396,wsj,-0.00010625267393671913
397,haggling,-0.0005553065910338302
398,herbaceous,0.000765148572426584
399,cycling,0.0009354584390682706
400,behavior,-0.0009589841355696495
401,touch,0.0007692526041198927
402,halves,0.00035898716810607654
403,usda,-1.1957837131598356e-05
404,allan,0.00023424243744402996
405,waivers,-0.0008905742673093166
406,silence,-0.0011913392566119598
407,purchasing,0.00037629366941423014
408,egyptians,-0.0010042337490518837
409,infertile,-0.0011913389310687769
410,ranking,4.810439012467335e-05
411,heartbeat,0.0019140519961947774
412,alert,-0.0010917675600945309
413,78,0.00010418727455979012
414,airliner,-0.0011913392861779995
415,laid,-0.0011906669107502354
416,sales,0.0009284587498653896
417,nicely,0.0029891779901077735
418,firmly,0.00010420888789125819
419,stunted,-0.0011913391698723775
420,based,9.187540440790375e-06
421,tremendous,0.0063423046729504376
422,babe,0.0027184507717821884
423,reeder,2.168549959889743e-05
424,yourself,0.0007344284786768814
425,character,0.00036565528329225743
426,244,5.1956841627186267e-05
427,kam,0.0006015552531321435
428,kaplan,-2.3908932448804844e-05
429,speculation,-0.0011150054120543972
430,guncite,0.0002215838416807283
431,azulejos,0.003614144924541957
432,salsa,0.0030850749115714773
433,malarial,-0.0011821508600930069
434,since,-0.00031858265153514797
435,hour,4.287981656628988e-05
436,publicly,-0.001184560189195403
437,uncle,-0.0006031057996023485
438,convicting,-0.001190629062550984
439,arnold,-0.00010155620832486168
440,vows,-0.0007014472660980003
441,rodger,0.0010224777745515615
442,guaranteed,0.0025622230484819352
443,flotilla,-0.0010395371618601686
444,victorian,0.0005683640020871307
445,autism,0.0006198588871269259
446,linguado,0.0002215838416807283
447,cleric,-0.00118889035959146
448,mccann,-0.00023661704163498203
449,5034,-0.0001323121888906359
450,wider,0.0002550210198624994
451,rip,-0.001191339307342576
452,dj,0.0015708729786134362
453,flee,-0.0011913392036734505
454,april,0.0002369011006575326
455,curried,0.0019092015658630909
456,standstill,-0.0011913392371995148
457,tambo,0.0016215330476167403
458,unbearably,-0.001191339147845186
459,accuse,-0.0011913390639575164
460,disappointment,-0.0011913390840725374
461,whale,0.0004023425229160829
462,mushrooms,0.0016478159975056993
463,compulsion,-0.0011087762665366267
464,mobsters,-0.0011913391864616964
465,ruining,-0.001191339073287467
466,spies,-0.0008625692522278224
467,identical,1.6979103917955974e-05
468,channel,0.00046255258277244746
469,.-,-0.0003359695733760094
470,discusses,0.00015547847231540328
471,flea,-1.395351615034605e-05
472,collapses,-0.0011913392569494166
473,chains,-0.0011913392003885892
474,whoops,-0.0011913392953600116
475,archaics,-0.001162393588961664
476,stalk,-0.0011852819708803035
477,poisonous,-0.0011913392799640181
478,mentors,0.003103501616597326
479,elco,9.235479601249868e-05
480,ornamental,8.04586864875987e-05
481,thrillville,0.0002215838416807283
482,chrysler,-0.0002998620461101175
483,pan,0.0003451606828508749
484,helped,0.0029953458702606313
485,plus,0.002608560485045893
486,intimate,0.0008708836605725945
487,companion,0.0017944532371668893
488,disguised,-0.0011547900699961902
489,prepared,-0.00038464509099476465
490,ma,0.00038051904361902073
491,disc,0.0005659718167669262
492,ko,0.000381936800313994
493,abdul,-0.0006412700617022242
494,vacation,0.000893310903312227
495,gailhaguet,0.0002215838416807283
496,greene,-5.332181776335048e-06
497,kissed,0.002272423714680577
498,7273,0.0007236313238265693
499,space,0.0008754047733162625
500,among,0.0011499028104612783
501,dollop,0.003503862143229944
502,asks,-0.0007079933125469138
503,evolutionary,0.0002831916256053378
504,425,0.0006100461819979335
505,pittance,-0.00119133938841766
506,mannered,0.0009513260017477095
507,liked,0.003752071181590275
508,abbott,-0.0011000815669843286
509,mindsmith,0.0002215838416807283
510,picks,0.0004349890058788568
511,nonwaiver,-0.00010029816121293102
512,woke,-0.0011913392432049267
513,1858,-0.0001803037219581881
514,wasover,0.00026874792976173847
515,screening,0.0003998235386021308
516,ak,4.649458057268366e-05
517,dopers,-0.0011455308933325532
518,abandoned,-0.0011913392788076723
519,boundaries,-1.7372949858550137e-05
520,tower,-0.0008220492606841677
521,stalks,-0.0011913391503299549
522,frustration,-0.001191339362432083
523,toolkit,0.0007255811278676914
524,calves,0.0014518414866699979
525,merchant,-0.00026834142414734524
526,burial,-0.0011913392395560022
527,forrester,0.000161368443533055
528,court,-0.0004476846154579317
529,transaction,0.00047018002587978296
530,sep,0.00033333983292195487
531,championship,0.0024863545327015305
532,restrain,-0.001191339330616447
533,400,0.0009596045991773309
534,copied,-0.0002594711313001323
535,underarm,3.326762887107898e-05
536,ge,0.00010344514833877405
537,panic,-0.0011913391483574945
538,hakka,0.0010656473439360171
539,crowds,-1.5145109546595402e-05
540,compliance,-0.0001954619934883312
541,olympic,0.0011455064735411795
542,attacked,-0.0011913392406152255
543,etc,-0.00026173775620628076
544,gsas,-8.809504445460812e-06
545,obvious,-0.001128979701276523
546,faulty,-0.001191339248033913
547,histories,-0.00010641380586523474
548,willing,0.0004944763519499529
549,craft,0.002456384948527666
550,thousandth,-0.00012988072972677168
551,largest,0.0010060979156192537
552,mistrust,-0.0011913392514018924
553,molina,0.00011341659487194549
554,amputee,0.0009800225197663362
555,esprit,0.0019362164520040914
556,karen,0.002357030656562308
557,pesticides,-0.0011897658830489824
558,body,-0.0010258511394663687
559,bridges,-0.00038005896465103913
560,emptiness,-0.0011913392430438576
561,rebound,-0.0005479951443855167
562,mikhail,2.970410370059832e-05
563,eight,0.0004675660864350332
564,tonight,0.0007301658812851275
565,migrant,-0.0011909503729651862
566,!”’,0.0002215838416807283
567,vital,0.0007825472242291888
568,connect,0.0008854559492724588
569,redeemed,0.001664867056692303
570,turned,-0.0011319145354338493
571,parkway,0.0008495846148984335
572,fringe,-0.0002187187980340042
573,colorful,0.004221482931892974
574,warned,-0.0011913391692785426
575,next,0.0006452864484553835
576,reasonable,0.0002518473923467551
577,obviously,-0.001165325732276572
578,enjoyment,0.004886842808429315
579,splendor,0.0038014454301193118
580,please,7.956355396492418e-05
581,grandmother,0.0015716347845896813
582,meals,0.002296546718903273
583,sheen,0.0011217183063495322
584,­­­,0.0002215838416807283
585,hates,-0.0011913391555423807
586,pressure,-0.0011748252499699386
587,light,0.0005045947262285955
588,iland,0.0020788817729291333
589,towers,-0.0011028698907413791
590,krueger,-0.0011879275545353058
591,kavalier,0.0002215838416807283
592,bums,-0.0009560915266910123
593,prescribers,-2.5652987637658313e-05
594,gaping,-0.0011913391905285405
595,brand,0.0011765626463674818
596,consumed,-0.0011913390858724823
597,".""'",0.0002215838416807283
598,2859,0.0002789832089510326
599,rollers,0.0007480710453384588
600,ethnic,-0.0006184763702423789
601,distracts,-0.0011913392046954993
602,maryann,0.0030519324490784817
603,ip,-0.0008337407563129534
604,423,2.8191252711951552e-05
605,blinds,-0.0011614512733657536
606,turkey,-0.0002935278326850843
607,routine,0.0004803459418128851
608,storing,-0.0005076658504013009
609,lifeless,-0.0011913393470134573
610,hiding,-0.0011913392132948647
611,hosts,0.002928163585489496
612,paddle,0.0006296409072647363
613,towed,-0.0011909489650174247
614,divided,-0.0010660913388163373
615,pressing,-0.0008844709134708117
616,mgm,0.0024639397739293378
617,hirschauer,0.0002215838416807283
618,treasury,0.000825256683221998
619,depressed,-0.0011913393076262043
620,exposes,-0.0011913391635217656
621,forests,8.493271334170826e-05
622,adopt,0.0001540729603788866
623,hacksaws,-0.0011913394679106248
624,mozartian,0.0002215838416807283
625,feedback,0.002229399774410797
626,lush,0.0037567622430658447
627,cultures,0.002276177508971046
628,jour,0.0005076883854072826
629,fast,0.0010472043282448522
630,mapping,0.00018223283376712132
631,veterinary,0.0003764954860944993
632,apricot,0.002083963578685751
633,settled,0.0002903227059762617
634,joys,0.005122769867462446
635,tripping,-0.001191339053713835
636,archbishop,-0.0011905727169304757
637,seconds,1.6857237514522987e-05
638,ubs,8.40472086464986e-05
639,ascended,6.80024630330392e-05
640,challenge,0.0018472020173325066
641,fetched,0.000663407611343009
642,alcoholic,-0.0011913391307935717
643,waldorf,0.000307892178300095
644,essential,0.000715870980695852
645,roast,0.0012659084670205106
646,wide,0.001533805584537612
647,marries,0.0016837004482322146
648,openly,-0.0008325113472420811
649,opium,-0.0011863153605063729
650,racecourse,0.0016723097941808373
651,leave,-0.0011913390912253923
652,pets,0.0023713798378803084
653,seed,0.00017231309400677624
654,relatives,-0.0011908546902109484
655,residential,0.00019286964947665946
656,anne,0.0009406260485400386
657,08,0.0008347122059166616
658,nestorian,-0.0006006600326394184
659,generated,0.00011823294767966314
660,sounds,0.0013101373985501762
661,sexes,0.001378593003735383
662,recognizes,0.0014711224967175508
663,questions,7.780436603057976e-06
664,rigid,-0.0011503145819472267
665,paradoxical,-1.9810572568611218e-05
666,distributing,-0.00029544106076277813
667,depicting,-0.0007149081045231373
668,moored,0.0002428181094070391
669,riotous,-0.0008352112426467954
670,stands,0.00011931965312756458
671,initiated,-2.6265511742004194e-05
672,plc,0.00013674235453069216
673,footage,-0.0010923108833694125
674,farmland,-0.0001880816834605631
675,supermarkets,6.14233200077043e-05
676,neuter,-0.0007074968040773341
677,incorporeality,-0.0006642237759084646
678,keeps,0.0014233761453283672
679,squares,0.0009028510052807647
680,vancouver,0.00026560356338201075
681,involving,-0.00036375734582710765
682,awakes,-0.0011913391364227017
683,cgi,-0.0007878228331888042
684,nuys,0.00038392664438958047
685,liberators,0.0010213209921083337
686,grimaced,-0.0011913392711799923
687,struggles,-0.0011910102582012886
688,pressured,-0.0011913393180980477
689,logs,-0.0011069995706784249
690,computer,-0.0011576884776403806
691,guarding,-0.0006779380539849685
692,parents,-0.0008788669415912337
693,pass,-9.773290633812068e-05
694,bates,-0.0006480878367298212
695,toothache,-0.0011913393021988935
696,bringer,0.001410221909542131
697,site,0.0007889792477456396
698,soils,-0.000246264118909057
699,silvermine,0.00020858903079435238
700,incorporates,0.0018407556691108814
701,silenced,-0.001191339197479615
702,onions,-0.00016827448018686932
703,squirrel,-0.0005172096403130436
704,orchestras,0.0016185296869995992
705,owed,-0.0010921303357622001
706,al,9.56128489830462e-05
707,waging,-0.0011910736083023997
708,mature,0.000768701922348472
709,allowed,-0.0004836795521904114
710,warm,0.004796121180616778
711,intending,-0.0011879207327552927
712,vintners,0.00026819139507194167
713,brief,0.00016422265464657038
714,harvest,0.00047945136830826446
715,similarities,3.522175396652052e-05
716,avoid,-0.0011913392004315653
717,horrible,-0.0011913393848147563
718,hammers,-0.0011913391925921523
719,payback,-0.0010596949063146118
720,jaundiced,-0.0011913393926328297
721,appreciated,0.004425483803506367
722,genius,0.0013387377895389973
723,utensils,-9.580693672460413e-05
724,origin,-3.0204446871820862e-05
725,warmest,0.0054993509035529
726,vistas,0.0034164297406364137
727,cons,-0.00026026317117621177
728,personally,-0.000984093663647718
729,twin,0.00041031717839622476
730,ups,0.0011117364674900416
731,insulted,-0.001191339016872219
732,highland,0.0011954201595512858
733,timeout,-0.0011903402489923816
734,intrinsically,-0.00023161059467541637
735,fatah,-0.001191339169163241
736,manages,0.0003267983907387334
737,saddam,-0.0011907187885452253
738,applications,0.00016775488767050196
739,cube,-0.00011316881153165759
740,danced,0.0035518976224471754
741,if,-0.0009465488290880138
742,accident,-0.0011913390382752747
743,hap,-8.672432428191055e-05
744,shan,-1.6765152999460113e-05
745,dryer,0.00017849295789374857
746,reflected,0.0004084470068993551
747,evolved,0.0006563672377355619
748,1202463630848,0.0002215838416807283
749,wishing,-0.0007034815853583252
750,suffer,-0.0011913392374718547
751,sing,0.003369415428675345
752,war,-0.0011913392110155347
753,objects,4.650264275398562e-05
754,burgeoning,0.00024721231220941323
755,reflect,-7.083859523590308e-06
756,fidel,-4.4897662830813604e-06
757,cast,0.0002008416962122896
758,davison,-0.00029172486297153883
759,externally,-7.297031186017644e-05
760,theatre,0.001320032061273514
761,aids,0.0005368603884043648
762,whitewash,-0.0011913393691979095
763,',0.000531229042711671
764,amicable,0.0030942922117422607
765,repeatedly,-0.0011913391106316013
766,booking,0.0011543235450820295
767,tourists,0.00041377248950817745
768,essentials,0.0002677671036667041
769,swingers,0.001241600566406055
770,finished,0.001838022782316957
771,between,1.674414294183984e-05
772,formed,0.0001846078563459999
773,everybody,0.003873346216803677
774,advisers,-0.0005938349088181551
775,fluke,-0.0003301294614075593
776,yeah,0.0008878543043607287
777,communists,-0.0011899873507655676
778,slope,-0.00013159896978499688
779,posture,-2.6154628108150043e-05
780,headway,0.00021078695873782537
781,dissent,-0.001191339053669587
782,speckled,0.0005365188639356263
783,extension,0.0001751693869027272
784,universally,0.001227828804410546
785,waited,-0.0004341088430014136
786,967,-0.000327296454882917
787,gerald,0.00018940103892043958
788,normal,-0.0005020753594393629
789,anguish,-0.0011913392588503223
790,cheney,-0.0010728659510198667
791,steadily,-0.0001492626732194565
792,addressing,-0.000905714079158069
793,approaches,2.5831027076544295e-05
794,tuesday,0.00046111673447958357
795,usually,-0.0008299460349947411
796,tired,-0.0011913392322737049
797,appetite,0.0007598455844981594
798,251,-5.155191968638599e-05
799,bedpan,-0.0007213619825760934
800,publish,-0.00023175002603218142
801,mobile,0.00024800890909683386
802,stir,-0.0011850378532938211
803,didier,0.0009203483886427004
804,ecosystems,6.673137899061004e-05
805,considered,9.693387022544076e-07
806,hindered,-0.0011913392196893162
807,carpenter,0.00010237805208025133
808,artifacts,0.00027412792340018963
809,dying,-0.0011913391296204422
810,dress,0.0008247736111860104
811,advancement,0.0010136652157447744
812,lusk,-0.0003314821664935841
813,ordeal,-0.0011913392414973204
814,association,0.00017425535835660291
815,rigueur,0.00022139592887464966
816,supervised,0.0007207747375568078
817,objective,7.096164242087745e-05
818,greece,0.00011341794712503651
819,johnny,-0.00017701595295504063
820,tractor,0.00137597018323131
821,beams,0.0021375468084086674
822,brilliantly,0.003573890748192798
823,horseback,0.0003620792348762862
824,000,0.0003539637946741373
825,mirrors,-0.00022167307258177065
826,craftsmanship,0.0037977435721966574
827,heir,-0.0011671021576033522
828,frantic,-0.0011913390927726316
829,merged,-0.00014278439016455682
830,fellowship,0.0034956213978796684
831,178,-2.8528400059058636e-05
832,façade,0.00010514603425032572
833,curriculum,2.5381999680903754e-05
834,automatically,-0.0001951518342084525
835,supporting,0.002190817168041034
836,sapphire,0.001010419058986446
837,invariably,-0.0011899473984906088
838,seacrest,0.00045725129596852073
839,swearengen,0.0002215838416807283
840,turtles,0.0023446403903984135
841,checkout,0.001751536154084237
842,growth,0.0009616704436975647
843,mayanists,0.0002215838416807283
844,mindset,-0.0005950861463213367
845,nicoise,0.0011826898305598908
846,sisyphian,0.0002215838416807283
847,sammy,0.0007076752780791502
848,leaves,-0.0011911560357520513
849,swear,-0.0011895244516338015
850,lost,-0.001191339307175067
851,elsewhere,-0.001183825863883596
852,residences,0.00028941834699501177
853,leap,0.0009791506745843944
854,astronaut,0.0012555531127799457
855,7th,0.0005411670207148678
856,unabated,-0.001191339187050664
857,cicoa,0.0002215838416807283
858,advocate,0.00018596590686819007
859,top,0.000894783574542099
860,holloway,-0.0003674986895979638
861,desensitize,-0.001191339250075731
862,piques,0.00045089186022617987
